geneSymbol,diseaseName
CASP3,Diabetic Nephropathies
CCNE1,Diabetic Nephropathies
B2M,"Diabetes Mellitus, Type 1"
ALDOB,"Diabetes Mellitus, Type 2"
NOS1,"Diabetes Mellitus, Type 2"
CARTPT,"Diabetes Mellitus, Type 2"
COX2,"Diabetes Mellitus, Type 2"
PPARA,Diabetic Cardiomyopathies
GLP1R,Diabetes Mellitus
NR0B2,Diabetes Mellitus
PTEN,Diabetes Mellitus
SERPINF1,Diabetic Nephropathies
ICA1,Diabetes Mellitus
CTGF,"Diabetes Mellitus, Type 2"
NOX4,Diabetic Nephropathies
CD80,"Diabetes Mellitus, Type 1"
ANGPT2,Diabetic Retinopathy
G6PC,"Diabetes Mellitus, Type 2"
FN1,Diabetic Angiopathies
IGF2,Diabetic Nephropathies
GHR,Diabetic Nephropathies
SPP1,Diabetic Nephropathies
UTS2R,Diabetic Nephropathies
ERRFI1,Diabetic Nephropathies
CCL20,Diabetic Nephropathies
TRPC6,Diabetic Nephropathies
TGM2,Mason-Type Diabetes
CD86,"Diabetes Mellitus, Type 1"
CDK4,"Diabetes Mellitus, Type 1"
CD40LG,"Diabetes Mellitus, Type 1"
CASP3,"Diabetes Mellitus, Type 1"
MAFA,"Diabetes Mellitus, Type 2"
AOC3,"Diabetes Mellitus, Type 2"
PLN,Diabetic Cardiomyopathies
F7,Diabetes Mellitus
UTS2,Diabetic Nephropathies
LCN2,Diabetic Nephropathies
AGTR2,Diabetic Nephropathies
HTR2A,Diabetic Nephropathies
LAMB2,Diabetic Nephropathies
PRMT1,Diabetic Nephropathies
SPARC,Diabetic Nephropathies
ESR1,Diabetic Nephropathies
PTEN,Diabetic Nephropathies
NPPA,Diabetic Nephropathies
CD36,Diabetic Nephropathies
NOS1,Diabetic Nephropathies
MPZ,Diabetic Neuropathies
NGFR,Diabetic Neuropathies
BDNF,Diabetic Neuropathies
NGF,Diabetic Neuropathies
CCL11,"Diabetes Mellitus, Type 1"
KDM1A,Diabetic Retinopathy
PPARGC1A,Diabetic Retinopathy
CD59,Diabetic Retinopathy
GAPDH,Diabetic Retinopathy
CAT,Diabetic Retinopathy
SERPINA3,Diabetic Retinopathy
CYB5R4,"Diabetes Mellitus, Type 2"
MTNR1A,"Diabetes Mellitus, Type 2"
CALM1,"Diabetes Mellitus, Type 2"
CALCA,"Diabetes Mellitus, Type 2"
CCKAR,"Diabetes Mellitus, Type 2"
AGRP,"Diabetes Mellitus, Type 2"
LNPEP,"Diabetes Mellitus, Type 2"
SLC9A1,"Diabetes Mellitus, Type 2"
TRPC6,"Diabetes Mellitus, Type 2"
KCNJ11,Prediabetic State
DRD1,Insulin Resistance
ARG1,Insulin Resistance
NOS2,Insulin Resistance
SIRT4,Insulin Resistance
PRKCD,Insulin Resistance
SI,Insulin Resistance
PDE3A,Insulin Resistance
ADORA1,Insulin Resistance
PRKCB,Insulin Resistance
TF,Insulin Resistance
PMCH,Insulin Resistance
FABP4,Insulin Resistance
SCD5,Insulin Resistance
CNTF,Insulin Resistance
BDKRB1,Insulin Resistance
RELA,Insulin Resistance
APLN,Insulin Resistance
INPPL1,Insulin Resistance
ACACA,Insulin Resistance
PRKCQ,Insulin Resistance
SLC27A1,Insulin Resistance
PDX1,Insulin Resistance
SERPINF1,Insulin Resistance
IKBKB,Insulin Resistance
ATM,Insulin Resistance
AGTR2,Insulin Resistance
PROM1,Diabetes Mellitus
AQP1,Diabetes Mellitus
SRD5A2,Diabetes Mellitus
AQP4,Diabetes Mellitus
NEUROD1,"Diabetes Mellitus, Insulin-Dependent, 7"
SPARC,Diabetic Angiopathies
NOS2,Diabetic Angiopathies
ICAM1,Diabetic Angiopathies
BDKRB1,Diabetic Angiopathies
VEGFA,Pregnancy in Diabetics
GC,Pregnancy in Diabetics
GAPDH,Pregnancy in Diabetics
BECN1,Diabetic Nephropathies
NTRK2,Diabetic Nephropathies
BDNF,Diabetic Nephropathies
HDAC2,Diabetic Nephropathies
HDAC4,Diabetic Nephropathies
HDAC5,Diabetic Nephropathies
HAS2,Diabetic Nephropathies
TF,Diabetic Nephropathies
HAVCR1,Diabetic Nephropathies
COL1A1,Diabetic Nephropathies
KEAP1,Diabetic Nephropathies
SELP,Diabetic Nephropathies
SREBF1,Diabetic Nephropathies
CD38,Diabetic Nephropathies
EDNRA,Diabetic Nephropathies
ADORA1,Diabetic Nephropathies
PAX2,Diabetic Nephropathies
EP300,Diabetic Nephropathies
CDKN1B,Diabetic Nephropathies
ACVR1,Diabetic Nephropathies
SMAD6,Diabetic Nephropathies
CUBN,Diabetic Nephropathies
TGIF1,Diabetic Nephropathies
PLAU,Diabetic Nephropathies
MLLT3,Diabetic Nephropathies
FAS,Diabetic Nephropathies
CYP19A1,Diabetic Nephropathies
VCAM1,Diabetic Nephropathies
XDH,Diabetic Nephropathies
CLU,Diabetic Nephropathies
AQP3,"DIABETES INSIPIDUS, NEPHROGENIC, AUTOSOMAL"
SIRT1,"DIABETES INSIPIDUS, NEPHROGENIC, AUTOSOMAL"
MAFA,Mason-Type Diabetes
PRKAA1,Diabetes Complications
PLN,Diabetes Complications
MUC1,Diabetes Complications
SLC9A1,Diabetes Complications
SLC4A4,"Diabetes Insipidus, Nephrogenic"
ADSSL1,"Diabetes Mellitus, Experimental"
CRTC2,"Diabetes Mellitus, Experimental"
ADRB1,"Diabetes Mellitus, Experimental"
NTRK1,"Diabetes Mellitus, Experimental"
ITGB1,"Diabetes Mellitus, Experimental"
KDR,"Diabetes Mellitus, Experimental"
HMBS,"Diabetes Mellitus, Experimental"
HMGCR,"Diabetes Mellitus, Experimental"
HMGCS2,"Diabetes Mellitus, Experimental"
LDLR,"Diabetes Mellitus, Experimental"
LPL,"Diabetes Mellitus, Experimental"
CXCL12,"Diabetes Mellitus, Experimental"
SORD,"Diabetes Mellitus, Experimental"
UCP3,"Diabetes Mellitus, Experimental"
COMT,"Diabetes Mellitus, Experimental"
ELN,"Diabetes Mellitus, Experimental"
IL10,"Diabetes Mellitus, Experimental"
FGA,"Diabetes Mellitus, Experimental"
IGF2,"Diabetes Mellitus, Experimental"
PTGS1,"Diabetes Mellitus, Experimental"
FBN1,"Diabetes Mellitus, Experimental"
S100B,"Diabetes Mellitus, Experimental"
HSP90AA1,"Diabetes Mellitus, Experimental"
SMARCA4,"Diabetes Mellitus, Experimental"
SUV420H2,"Diabetes Mellitus, Experimental"
HNRNPA2B1,"Diabetes Mellitus, Experimental"
MAP2K3,"Diabetes Mellitus, Experimental"
CDKN1A,"Diabetes Mellitus, Experimental"
ENPP2,"Diabetes Mellitus, Experimental"
TP53,"Diabetes Mellitus, Experimental"
H6PD,"Diabetes Mellitus, Experimental"
GJB6,"Diabetes Mellitus, Experimental"
LCN2,"Diabetes Mellitus, Experimental"
PGF,"Diabetes Mellitus, Experimental"
ITGB3,"Diabetes Mellitus, Experimental"
GJA1,"Diabetes Mellitus, Experimental"
GJA5,"Diabetes Mellitus, Experimental"
POLG,"Diabetes Mellitus, Experimental"
C10orf2,"Diabetes Mellitus, Experimental"
AQP4,"Diabetes Mellitus, Experimental"
AGTR2,"Diabetes Mellitus, Experimental"
LGALS3,"Diabetes Mellitus, Experimental"
KCNA2,"Diabetes Mellitus, Experimental"
KCNA5,"Diabetes Mellitus, Experimental"
RPE65,"Diabetes Mellitus, Experimental"
CASR,"Diabetes Mellitus, Experimental"
GJB2,"Diabetes Mellitus, Experimental"
GATA4,"Diabetes Mellitus, Experimental"
MYC,"Diabetes Mellitus, Experimental"
HDAC1,"Diabetes Mellitus, Experimental"
HDAC2,"Diabetes Mellitus, Experimental"
HDAC4,"Diabetes Mellitus, Experimental"
PRKRA,"Diabetes Mellitus, Experimental"
CCNT1,"Diabetes Mellitus, Experimental"
IRS2,"Diabetes Mellitus, Experimental"
MAPK1,"Diabetes Mellitus, Experimental"
NPPA,"Diabetes Mellitus, Experimental"
HCN3,"Diabetes Mellitus, Experimental"
HCN1,"Diabetes Mellitus, Experimental"
HCN2,"Diabetes Mellitus, Experimental"
AKR1B1,"Diabetes Mellitus, Experimental"
SOX2,"Diabetes Mellitus, Experimental"
EZH2,"Diabetes Mellitus, Experimental"
SLC22A2,"Diabetes Mellitus, Experimental"
ENTPD1,"Diabetes Mellitus, Experimental"
ECE1,"Diabetes Mellitus, Experimental"
GLRX,"Diabetes Mellitus, Experimental"
TREX2,"Diabetes Mellitus, Experimental"
PDGFB,"Diabetes Mellitus, Experimental"
NPPB,"Diabetes Mellitus, Experimental"
PIK3R1,"Diabetes Mellitus, Experimental"
FASLG,"Diabetes Mellitus, Experimental"
ACHE,"Diabetes Mellitus, Experimental"
FGF2,"Diabetes Mellitus, Experimental"
CCL2,"Diabetes Mellitus, Experimental"
HRAS,"Diabetes Mellitus, Experimental"
ACSL6,"Diabetes Mellitus, Experimental"
G6PC,"Diabetes Mellitus, Experimental"
IL1A,"Diabetes Mellitus, Experimental"
SLC28A2,"Diabetes Mellitus, Experimental"
BCKDHB,"Diabetes Mellitus, Experimental"
GC,"Diabetes Mellitus, Experimental"
CSHL1,"Diabetes Mellitus, Experimental"
GLP1R,"Diabetes Mellitus, Experimental"
MAS1,"Diabetes Mellitus, Experimental"
OPRM1,"Diabetes Mellitus, Experimental"
SLC37A4,"Diabetes Mellitus, Experimental"
HNF4A,"Diabetes Mellitus, Experimental"
TF,"Diabetes Mellitus, Experimental"
NGF,"Diabetes Mellitus, Experimental"
AQP2,"Diabetes Mellitus, Experimental"
ADORA2A,"Diabetes Mellitus, Experimental"
CALCA,"Diabetes Mellitus, Experimental"
CALD1,"Diabetes Mellitus, Experimental"
PLCG1,"Diabetes Mellitus, Experimental"
PPARD,"Diabetes Mellitus, Experimental"
CMA1,"Diabetes Mellitus, Experimental"
SLC2A1,"Diabetes Mellitus, Experimental"
CYP2E1,"Diabetes Mellitus, Experimental"
CFD,"Diabetes Mellitus, Experimental"
EDNRA,"Diabetes Mellitus, Experimental"
SI,"Diabetes Mellitus, Experimental"
ARG1,"Diabetes Mellitus, Experimental"
BCKDHA,"Diabetes Mellitus, Experimental"
BDKRB2,"Diabetes Mellitus, Experimental"
HPRT1,"Diabetes Mellitus, Experimental"
SPP1,"Diabetes Mellitus, Experimental"
STAT1,"Diabetes Mellitus, Experimental"
STAT3,"Diabetes Mellitus, Experimental"
DRD2,"Diabetes Mellitus, Experimental"
ALAD,"Diabetes Mellitus, Experimental"
TXNRD2,"Diabetes Mellitus, Experimental"
TXNRD1,"Diabetes Mellitus, Experimental"
PEMT,"Diabetes Mellitus, Experimental"
APOE,"Diabetes Mellitus, Experimental"
ARG2,"Diabetes Mellitus, Experimental"
CNR1,"Diabetes Mellitus, Experimental"
G6PD,"Diabetes Mellitus, Experimental"
PCSK1,"Diabetes Mellitus, Experimental"
GIPR,"Diabetes Mellitus, Experimental"
FOXA2,"Diabetes Mellitus, Experimental"
FOXA3,"Diabetes Mellitus, Experimental"
LIPC,"Diabetes Mellitus, Experimental"
UMOD,"Diabetes Mellitus, Experimental"
OTC,"Diabetes Mellitus, Experimental"
ESR1,"Diabetes Mellitus, Experimental"
SLC22A1,"Diabetes Mellitus, Experimental"
DRD1,"Diabetes Mellitus, Experimental"
ADCYAP1,"Diabetes Mellitus, Experimental"
CASP9,"Diabetes Mellitus, Experimental"
ETS1,"Diabetes Mellitus, Experimental"
NGFR,"Diabetes Mellitus, Experimental"
ADORA1,"Diabetes Mellitus, Experimental"
IGF1R,"Diabetes Mellitus, Experimental"
ADM,"Diabetes Mellitus, Experimental"
GMPS,"Diabetes Mellitus, Experimental"
CASP1,"Diabetes Mellitus, Experimental"
CASP3,"Diabetes Mellitus, Experimental"
CCK,"Diabetes Mellitus, Experimental"
CCND3,"Diabetes Mellitus, Experimental"
CD36,"Diabetes Mellitus, Experimental"
CLPS,"Diabetes Mellitus, Experimental"
SLC2A3,"Diabetes Mellitus, Experimental"
GGT1,"Diabetes Mellitus, Experimental"
PDGFRB,"Diabetes Mellitus, Experimental"
CTSL,"Diabetes Mellitus, Experimental"
GPX3,"Diabetes Mellitus, Experimental"
HADH,"Diabetes Mellitus, Experimental"
EGFR,"Diabetes Mellitus, Experimental"
CYP11A1,"Diabetes Mellitus, Experimental"
GAL,"Diabetes Mellitus, Experimental"
NT5E,"Diabetes Mellitus, Experimental"
PRKCB,"Diabetes Mellitus, Experimental"
GIP,"Diabetes Mellitus, Experimental"
STAR,"Diabetes Mellitus, Experimental"
SLC29A1,"Diabetes Mellitus, Experimental"
ACAA1,"Diabetes Mellitus, Experimental"
ANXA1,"Diabetes Mellitus, Experimental"
FABP4,"Diabetes Mellitus, Experimental"
ALDOB,"Diabetes Mellitus, Experimental"
TH,"Diabetes Mellitus, Experimental"
APOB,"Diabetes Mellitus, Experimental"
CTSC,"Diabetes Mellitus, Experimental"
CYP11B2,"Diabetes Mellitus, Experimental"
NTRK3,"Diabetes Mellitus, Experimental"
TLR4,"Diabetes Mellitus, Experimental"
DCN,"Diabetes Mellitus, Experimental"
ENO2,"Diabetes Mellitus, Experimental"
HGF,"Diabetes Mellitus, Experimental"
CYP19A1,"Diabetes Mellitus, Experimental"
IL2RA,"Diabetes Mellitus, Experimental"
PNMT,"Diabetes Mellitus, Experimental"
AANAT,"Diabetes Mellitus, Experimental"
ADK,"Diabetes Mellitus, Experimental"
KHK,"Diabetes Mellitus, Experimental"
MET,"Diabetes Mellitus, Experimental"
NOS1,"Diabetes Mellitus, Experimental"
AGER,"Diabetes Mellitus, Experimental"
SSTR2,"Diabetes Mellitus, Experimental"
SSTR5,"Diabetes Mellitus, Experimental"
ADA,"Diabetes Mellitus, Experimental"
AOC1,"Diabetes Mellitus, Experimental"
ACP5,"Diabetes Mellitus, Experimental"
CCNB1,"Diabetes Mellitus, Experimental"
AQP1,"Diabetes Mellitus, Experimental"
PYGM,"Diabetes Mellitus, Experimental"
RAMP2,"Diabetes Mellitus, Experimental"
PLCB3,"Diabetes Mellitus, Experimental"
CEL,"Diabetes Mellitus, Experimental"
AR,"Diabetes Mellitus, Experimental"
CCKBR,"Diabetes Mellitus, Experimental"
CPS1,"Diabetes Mellitus, Experimental"
SLC8A1,"Diabetes Mellitus, Experimental"
PDE3A,"Diabetes Mellitus, Experimental"
BDH1,"Diabetes Mellitus, Experimental"
TXN,"Diabetes Mellitus, Experimental"
NCF2,"Diabetes Mellitus, Experimental"
PDE5A,"Diabetes Mellitus, Experimental"
THBD,"Diabetes Mellitus, Experimental"
LRP2,"Diabetes Mellitus, Experimental"
LEP,"Diabetes Mellitus, Experimental"
OGG1,"Diabetes Mellitus, Experimental"
EP300,"Diabetes Mellitus, Experimental"
GNAT1,"Diabetes Mellitus, Experimental"
TJP1,"Diabetes Mellitus, Experimental"
ABCG2,"Diabetes Mellitus, Experimental"
CAD,"Diabetes Mellitus, Experimental"
LPIN1,"Diabetes Mellitus, Experimental"
NPC1L1,"Diabetes Mellitus, Experimental"
ASS1,"Diabetes Mellitus, Experimental"
BGLAP,"Diabetes Mellitus, Experimental"
ADIPOQ,"Diabetes Mellitus, Experimental"
CP,"Diabetes Mellitus, Experimental"
GRIN2B,"Diabetes Mellitus, Experimental"
CX3CR1,"Diabetes Mellitus, Experimental"
SMPD1,"Diabetes Mellitus, Experimental"
PTPRU,"Diabetes Mellitus, Experimental"
SSTR1,"Diabetes Mellitus, Experimental"
STAT5B,"Diabetes Mellitus, Experimental"
CTGF,"Diabetes Mellitus, Experimental"
AACS,"Diabetes Mellitus, Experimental"
UMPS,"Diabetes Mellitus, Experimental"
OXCT1,"Diabetes Mellitus, Experimental"
BCHE,"Diabetes Mellitus, Experimental"
MEF2C,"Diabetes Mellitus, Experimental"
PPAT,"Diabetes Mellitus, Experimental"
CYTB,"Diabetes Mellitus, Experimental"
BAD,"Diabetes Mellitus, Experimental"
CASP8,"Diabetes Mellitus, Experimental"
CYP27B1,"Diabetes Mellitus, Experimental"
FABP3,"Diabetes Mellitus, Experimental"
ABAT,"Diabetes Mellitus, Experimental"
VWF,"Diabetes Mellitus, Experimental"
DUSP1,"Diabetes Mellitus, Experimental"
NAMPT,"Diabetes Mellitus, Experimental"
UCK2,"Diabetes Mellitus, Experimental"
ITGA3,"Diabetes Mellitus, Experimental"
NR1H4,"Diabetes Mellitus, Experimental"
ACE2,"Diabetes Mellitus, Experimental"
HMGCS1,"Diabetes Mellitus, Experimental"
ANGPT1,"Diabetes Mellitus, Experimental"
SOAT2,"Diabetes Mellitus, Experimental"
KLK1,"Diabetes Mellitus, Experimental"
GATM,"Diabetes Mellitus, Experimental"
TXN2,"Diabetes Mellitus, Experimental"
GRK1,"Diabetes Mellitus, Experimental"
ACOT2,"Diabetes Mellitus, Experimental"
QDPR,"Diabetes Mellitus, Experimental"
RHOA,"Diabetes Mellitus, Experimental"
SOCS3,"Diabetes Mellitus, Experimental"
DEFB1,"Diabetes Mellitus, Experimental"
GCNT1,"Diabetes Mellitus, Experimental"
NOX4,"Diabetes Mellitus, Experimental"
F7,"Diabetes Mellitus, Experimental"
GFPT1,"Diabetes Mellitus, Experimental"
HSPD1,"Diabetes Mellitus, Experimental"
HMGCL,"Diabetes Mellitus, Experimental"
LCT,"Diabetes Mellitus, Experimental"
VCAM1,"Diabetes Mellitus, Experimental"
CASQ1,"Diabetes Mellitus, Experimental"
NFKB2,"Diabetes Mellitus, Experimental"
VLDLR,"Diabetes Mellitus, Experimental"
IGFBP3,"Diabetes Mellitus, Experimental"
PHKA1,"Diabetes Mellitus, Experimental"
GABBR1,"Diabetes Mellitus, Experimental"
UPRT,"Diabetes Mellitus, Experimental"
GALP,"Diabetes Mellitus, Experimental"
TRPC1,"Diabetes Mellitus, Experimental"
THBS1,"Diabetes Mellitus, Experimental"
PRKCI,"Diabetes Mellitus, Experimental"
ABCC2,"Diabetes Mellitus, Experimental"
ALAS1,"Diabetes Mellitus, Experimental"
CASP6,"Diabetes Mellitus, Experimental"
TNC,"Diabetes Mellitus, Experimental"
HSPG2,"Diabetes Mellitus, Experimental"
SERPINF1,"Diabetes Mellitus, Experimental"
CTSB,"Diabetes Mellitus, Experimental"
ABCG5,"Diabetes Mellitus, Experimental"
ABCG8,"Diabetes Mellitus, Experimental"
SSTR3,"Diabetes Mellitus, Experimental"
RYR2,"Diabetes Mellitus, Experimental"
ADSL,"Diabetes Mellitus, Experimental"
SLC28A3,"Diabetes Mellitus, Experimental"
ABCB4,"Diabetes Mellitus, Experimental"
MEF2A,"Diabetes Mellitus, Experimental"
GNAT3,"Diabetes Mellitus, Experimental"
FURIN,"Diabetes Mellitus, Experimental"
TLR2,"Diabetes Mellitus, Experimental"
HP,"Diabetes Mellitus, Experimental"
DBH,"Diabetes Mellitus, Experimental"
TGFB2,"Diabetes Mellitus, Experimental"
INS,"Diabetes Mellitus, Experimental"
DHODH,"Diabetes Mellitus, Experimental"
TXNIP,"Diabetes Mellitus, Experimental"
APRT,"Diabetes Mellitus, Experimental"
ADIPOR2,"Diabetes Mellitus, Experimental"
ANGPT2,"Diabetes Mellitus, Experimental"
UTS2R,"Diabetes Mellitus, Experimental"
TNFSF10,"Diabetes Mellitus, Experimental"
SMAD1,"Diabetes Mellitus, Experimental"
ANXA2,"Diabetes Mellitus, Experimental"
FADS1,"Diabetes Mellitus, Experimental"
ABCB1,"Diabetes Mellitus, Experimental"
GUK1,"Diabetes Mellitus, Experimental"
IL2,"Diabetes Mellitus, Experimental"
CRH,"Diabetes Mellitus, Experimental"
IKBKB,"Diabetes Mellitus, Experimental"
MTR,"Diabetes Mellitus, Experimental"
MAP2K6,"Diabetes Mellitus, Experimental"
SCAP,"Diabetes Mellitus, Experimental"
ISG15,"Diabetes Mellitus, Experimental"
GSTA4,"Diabetes Mellitus, Experimental"
BMPR2,"Diabetes Mellitus, Experimental"
HTR2A,"Diabetes Mellitus, Experimental"
MBP,"Diabetes Mellitus, Experimental"
NDUFS2,"Diabetes Mellitus, Experimental"
NDUFS3,"Diabetes Mellitus, Experimental"
CDK9,"Diabetes Mellitus, Experimental"
F11R,"Diabetes Mellitus, Experimental"
PRKG1,"Diabetes Mellitus, Experimental"
CRP,"Diabetes Mellitus, Experimental"
PECAM1,"Diabetes Mellitus, Experimental"
RGN,"Diabetes Mellitus, Experimental"
IL17A,"Diabetes Mellitus, Experimental"
MTHFR,"Diabetes Mellitus, Experimental"
APOA1,"Diabetes Mellitus, Experimental"
GJD3,"Diabetes Mellitus, Experimental"
FN1,"Diabetes Mellitus, Experimental"
MMP1,"Diabetes Mellitus, Experimental"
CAPN10,"Diabetes Mellitus, Experimental"
CLU,"Diabetes Mellitus, Experimental"
KCNE2,"Diabetes Mellitus, Experimental"
NEFH,"Diabetes Mellitus, Experimental"
NEFM,"Diabetes Mellitus, Experimental"
OGT,"Diabetes Mellitus, Experimental"
HIF1A,"Diabetes Mellitus, Experimental"
UCHL5,"Diabetes Mellitus, Experimental"
CYP4A11,"Diabetes Mellitus, Experimental"
PC,"Diabetes Mellitus, Experimental"
PTGS2,Diabetic Neuropathies
IL1B,Diabetic Neuropathies
TNF,Diabetic Neuropathies
NTRK1,Diabetic Neuropathies
TGFB3,Diabetic Neuropathies
CNR1,Diabetic Neuropathies
SREBF1,Diabetic Neuropathies
IGF1,Diabetic Neuropathies
BDKRB1,Diabetic Neuropathies
TGFB2,Diabetic Neuropathies
MAPK14,Diabetic Neuropathies
MBP,Diabetic Neuropathies
TNFSF4,"Diabetes Mellitus, Type 1"
E2F1,"Diabetes Mellitus, Type 1"
IFNGR2,"Diabetes Mellitus, Type 1"
VAV1,"Diabetes Mellitus, Type 1"
ADRB1,"Diabetes Mellitus, Type 1"
SLC18A2,"Diabetes Mellitus, Type 1"
CSHL1,"Diabetes Mellitus, Type 1"
EGFR,"Diabetes Mellitus, Type 1"
CACNA1G,"Diabetes Mellitus, Type 1"
DUSP1,"Diabetes Mellitus, Type 1"
YY1,"Diabetes Mellitus, Type 1"
CLCNKB,"DIABETES INSIPIDUS, NEPHROGENIC, X-LINKED"
ITGA4,Diabetic Retinopathy
EP300,Diabetic Retinopathy
AQP4,Diabetic Retinopathy
BDKRB2,Diabetic Retinopathy
CASP3,Diabetic Retinopathy
NOS1,Diabetic Retinopathy
FUCA1,Diabetic Retinopathy
NPR3,Diabetic Retinopathy
HRAS,Diabetic Retinopathy
BDKRB1,Diabetic Retinopathy
CYBA,Diabetic Retinopathy
KCNJ10,Diabetic Retinopathy
BDNF,Diabetic Retinopathy
IGF2,"Diabetes Mellitus, Insulin-Dependent, 2"
CTF1,"Diabetes Mellitus, Type 2"
PPP1R3C,"Diabetes Mellitus, Type 2"
FEM1B,"Diabetes Mellitus, Type 2"
PHOX2A,"Diabetes Mellitus, Type 2"
CRHR1,"Diabetes Mellitus, Type 2"
DNMT1,"Diabetes Mellitus, Type 2"
PLAT,"Diabetes Mellitus, Type 2"
AVP,"Diabetes Mellitus, Type 2"
AANAT,"Diabetes Mellitus, Type 2"
PTGDS,"Diabetes Mellitus, Type 2"
TGFBR2,"Diabetes Mellitus, Type 2"
ARX,"Diabetes Mellitus, Type 2"
CYP11A1,"Diabetes Mellitus, Type 2"
STAR,"Diabetes Mellitus, Type 2"
OXCT1,"Diabetes Mellitus, Type 2"
AK1,"Diabetes Mellitus, Type 2"
ACOT2,"Diabetes Mellitus, Type 2"
HSD17B3,"Diabetes Mellitus, Type 2"
ABCC2,"Diabetes Mellitus, Type 2"
ANKRD23,"Diabetes Mellitus, Type 2"
MKI67,"Diabetes Mellitus, Type 2"
HSD3B2,"Diabetes Mellitus, Type 2"
SRC,"Diabetes Mellitus, Type 2"
THBD,"Diabetes Mellitus, Type 2"
DEFB1,"Diabetes Mellitus, Type 2"
PLN,"Diabetes Mellitus, Type 2"
MPST,"Diabetes Mellitus, Type 2"
PPP2CA,"Diabetes Mellitus, Type 2"
SCN1B,"Diabetes Mellitus, Type 2"
MTR,"Diabetes Mellitus, Type 2"
GJA1,"Diabetes Mellitus, Type 2"
NCOA6,"Diabetes Mellitus, Type 2"
IL10,Diabetic Cardiomyopathies
AGER,Diabetic Cardiomyopathies
CASQ2,Diabetic Cardiomyopathies
ACE,Diabetic Cardiomyopathies
ACE2,Diabetic Cardiomyopathies
CASR,Diabetic Cardiomyopathies
XDH,Diabetic Cardiomyopathies
ADIPOR1,Diabetic Cardiomyopathies
ADIPOQ,Diabetic Cardiomyopathies
NPPA,Diabetic Cardiomyopathies
UCP3,Prediabetic State
SIRT3,Prediabetic State
HLA-DRA,Prediabetic State
CALCA,Prediabetic State
UCP1,Prediabetic State
RELB,Prediabetic State
AGT,Prediabetic State
HAS2,Diabetes Insipidus
APOE,"Diabetes Mellitus, Type 2"
HLA-DQA1,"Diabetes Mellitus, Type 1"
ADRB3,"Diabetes Mellitus, Type 2"
VDR,"Diabetes Mellitus, Type 1"
MTHFR,"Diabetes Mellitus, Type 2"
IDE,"Diabetes Mellitus, Type 2"
CDKN2A,"Diabetes Mellitus, Type 2"
AGT,"Diabetes Mellitus, Type 2"
PON1,"Diabetes Mellitus, Type 2"
ACE,"Diabetes Mellitus, Type 1"
CDKN2B,"Diabetes Mellitus, Type 2"
TSPAN8,"Diabetes Mellitus, Type 2"
LPL,"Diabetes Mellitus, Type 2"
HLA-A,"Diabetes Mellitus, Type 1"
INS-IGF2,Diabetes Mellitus
INS,Diabetes
INS-IGF2,Diabetes
INS-IGF2,"Diabetes Mellitus, Type 1"
INS-IGF2,"Diabetes Mellitus, Type 2"
HLA-B,"Diabetes Mellitus, Type 1"
KCNJ11,Diabetes Mellitus
CDC123,"Diabetes Mellitus, Type 2"
HLA-DRB1,"Diabetes Mellitus, Type 2"
HLA-DQB1,"Diabetes Mellitus, Type 2"
HFE,"Diabetes Mellitus, Type 2"
FABP2,"Diabetes Mellitus, Type 2"
IL6,"Diabetes Mellitus, Type 1"
RBM45,"Diabetes Mellitus, Type 1"
MTHFR,Diabetic Nephropathies
TCF7L2,Diabetes Mellitus
APOE,Diabetic Nephropathies
HNF1A,Diabetes Mellitus
HLA-DPB1,"Diabetes Mellitus, Type 1"
CETP,"Diabetes Mellitus, Type 2"
IFIH1,"Diabetes Mellitus, Type 1"
ADRB3,Insulin Resistance
CAMK1D,"Diabetes Mellitus, Type 2"
GCK,Diabetes Mellitus
AGTR1,"Diabetes Mellitus, Type 2"
LTA,"Diabetes Mellitus, Type 1"
VDR,"Diabetes Mellitus, Type 2"
TNF,Diabetes Mellitus
APOB,"Diabetes Mellitus, Type 2"
IL6,Diabetes Mellitus
APOC3,"Diabetes Mellitus, Type 2"
ADRB2,"Diabetes Mellitus, Type 2"
ACE,Diabetes Mellitus
NEUROD1,"Diabetes Mellitus, Type 1"
LGR5,"Diabetes Mellitus, Type 2"
APOA1,"Diabetes Mellitus, Type 2"
IL10,"Diabetes Mellitus, Type 2"
SUMO4,"Diabetes Mellitus, Type 1"
HLA-DQA1,"Diabetes Mellitus, Type 2"
ACE,Insulin Resistance
APOE,Diabetes Mellitus
INS,"Diabetes, Gestational"
ADIPOR1,"Diabetes Mellitus, Type 2"
HNF1A,Diabetes
HLA-C,"Diabetes Mellitus, Type 1"
HLA-DQB2,"Diabetes Mellitus, Type 1"
ACP1,"Diabetes Mellitus, Type 1"
HNF4A,Diabetes Mellitus
ERBB3,"Diabetes Mellitus, Type 1"
LTA,"Diabetes Mellitus, Type 2"
EXT2,"Diabetes Mellitus, Type 2"
IL1RN,"Diabetes Mellitus, Type 2"
HLA-E,"Diabetes Mellitus, Type 1"
PON2,"Diabetes Mellitus, Type 2"
IL1B,"Diabetes Mellitus, Type 2"
HNF1A,Mason-Type Diabetes
MC4R,"Diabetes Mellitus, Type 2"
GYS1,"Diabetes Mellitus, Type 2"
ADIPOR2,"Diabetes Mellitus, Type 2"
